cluster	gene	probability
7	ENSDARG00000102878	0.6294
7	ENSDARG00000102888	0.8376
7	ENSDARG00000102906	0.8457
7	ENSDARG00000102908	0.7442
7	ENSDARG00000102929	0.7188
7	ENSDARG00000102977	0.4661
7	ENSDARG00000102997	0.8168
7	ENSDARG00000103011	0.7957
7	ENSDARG00000103019	0.7176
7	ENSDARG00000103038	0.7876
7	ENSDARG00000103099	0.8382
7	ENSDARG00000103101	0.8234
7	ENSDARG00000103112	0.8452
7	ENSDARG00000103135	0.5342
7	ENSDARG00000103163	0.7483
7	ENSDARG00000103195	0.8139
7	ENSDARG00000103199	0.8205
7	ENSDARG00000103205	0.6828
7	ENSDARG00000103211	0.8584
7	ENSDARG00000103266	0.7221
7	ENSDARG00000103318	0.8326
7	ENSDARG00000103340	0.8209
7	ENSDARG00000103364	0.7780
7	ENSDARG00000103435	0.6474
7	ENSDARG00000103457	0.5760
7	ENSDARG00000103483	0.8178
7	ENSDARG00000103498	0.7011
7	ENSDARG00000103519	0.6439
7	ENSDARG00000103586	0.7625
7	ENSDARG00000103612	0.8644
7	ENSDARG00000103614	0.8515
7	ENSDARG00000103670	0.8321
7	ENSDARG00000103713	0.8475
7	ENSDARG00000103735	0.8540
7	ENSDARG00000103740	0.6479
7	ENSDARG00000103760	0.8509
7	ENSDARG00000103775	0.7431
7	ENSDARG00000103791	0.7913
7	ENSDARG00000103817	0.7692
7	ENSDARG00000103824	0.8469
7	ENSDARG00000103826	0.8384
7	ENSDARG00000103860	0.4885
7	ENSDARG00000103924	0.8306
7	ENSDARG00000104023	0.5130
7	ENSDARG00000104028	0.5753
7	ENSDARG00000104068	0.8528
7	ENSDARG00000104085	0.8183
7	ENSDARG00000104097	0.4107
7	ENSDARG00000104108	0.8555
7	ENSDARG00000104111	0.8399
7	ENSDARG00000104118	0.6893
7	ENSDARG00000104126	0.7086
7	ENSDARG00000104129	0.8013
7	ENSDARG00000104173	0.4780
7	ENSDARG00000104200	0.8154
7	ENSDARG00000104221	0.7188
7	ENSDARG00000104255	0.2625
7	ENSDARG00000104292	0.8452
7	ENSDARG00000104315	0.8490
7	ENSDARG00000104380	0.7973
7	ENSDARG00000104393	0.7185
7	ENSDARG00000104396	0.8595
7	ENSDARG00000104418	0.7645
7	ENSDARG00000104450	0.8581
7	ENSDARG00000104472	0.3982
7	ENSDARG00000104487	0.8375
7	ENSDARG00000104517	0.8446
7	ENSDARG00000104531	0.7712
7	ENSDARG00000104537	0.7005
7	ENSDARG00000104555	0.7244
7	ENSDARG00000104660	0.8333
7	ENSDARG00000104672	0.8233
7	ENSDARG00000104696	0.8242
7	ENSDARG00000104701	0.8475
7	ENSDARG00000104702	0.4841
7	ENSDARG00000104732	0.8490
7	ENSDARG00000104733	0.8327
7	ENSDARG00000104758	0.8451
7	ENSDARG00000104789	0.8553
7	ENSDARG00000104818	0.7539
7	ENSDARG00000104829	0.8281
7	ENSDARG00000104841	0.7997
7	ENSDARG00000104875	0.8500
7	ENSDARG00000104906	0.8421
7	ENSDARG00000104940	0.8565
7	ENSDARG00000104958	0.3143
7	ENSDARG00000105001	0.8168
7	ENSDARG00000105011	0.8486
7	ENSDARG00000105159	0.8306
7	ENSDARG00000105187	0.6156
7	ENSDARG00000105223	0.1593
7	ENSDARG00000105255	0.6059
7	ENSDARG00000105274	0.6622
7	ENSDARG00000105403	0.8249
7	ENSDARG00000105424	0.7651
7	ENSDARG00000105433	0.7666
7	ENSDARG00000105636	0.7619
7	ENSDARG00000106138	0.7133
7	ENSDARG00000106873	0.8327
7	ENSDARG00000108475	0.2675
7	ENSDARG00000109220	0.8397
7	ENSDARG00000109233	0.2638
7	ENSDARG00000109247	0.8328
7	ENSDARG00000109275	0.1344
7	ENSDARG00000109276	0.7093
7	ENSDARG00000109289	0.8416
7	ENSDARG00000109307	0.8483
7	ENSDARG00000109324	0.8415
7	ENSDARG00000109336	0.6375
7	ENSDARG00000109359	0.8332
7	ENSDARG00000109368	0.8178
7	ENSDARG00000109371	0.8366
7	ENSDARG00000109386	0.6865
7	ENSDARG00000109412	0.8612
7	ENSDARG00000109424	0.6005
7	ENSDARG00000109433	0.6563
7	ENSDARG00000109488	0.8253
7	ENSDARG00000109610	0.8092
7	ENSDARG00000109620	0.2491
7	ENSDARG00000109631	0.8462
7	ENSDARG00000109654	0.6700
7	ENSDARG00000109660	0.8545
7	ENSDARG00000109714	0.8346
7	ENSDARG00000109898	0.8364
7	ENSDARG00000109900	0.8464
7	ENSDARG00000109996	0.8228
7	ENSDARG00000110000	0.8235
7	ENSDARG00000110047	0.7916
7	ENSDARG00000110068	0.8004
7	ENSDARG00000110069	0.8334
7	ENSDARG00000110125	0.8422
7	ENSDARG00000110147	0.4728
7	ENSDARG00000110199	0.2669
7	ENSDARG00000110211	0.8133
7	ENSDARG00000110227	0.8249
7	ENSDARG00000110230	0.4107
7	ENSDARG00000110241	0.6664
7	ENSDARG00000110245	0.8256
7	ENSDARG00000110344	0.6396
7	ENSDARG00000110369	0.8517
7	ENSDARG00000110413	0.5085
7	ENSDARG00000110479	0.8370
7	ENSDARG00000110481	0.8380
7	ENSDARG00000110482	0.7313
7	ENSDARG00000110510	0.6951
7	ENSDARG00000110565	0.7622
7	ENSDARG00000110578	0.8491
7	ENSDARG00000110624	0.6929
7	ENSDARG00000110649	0.8448
7	ENSDARG00000110698	0.8344
7	ENSDARG00000110703	0.3748
7	ENSDARG00000110720	0.8502
7	ENSDARG00000110734	0.8284
7	ENSDARG00000110738	0.7224
7	ENSDARG00000110744	0.7395
7	ENSDARG00000110836	0.8444
7	ENSDARG00000110859	0.6836
7	ENSDARG00000110888	0.8036
7	ENSDARG00000110926	0.8021
7	ENSDARG00000110992	0.7949
7	ENSDARG00000111066	0.7900
7	ENSDARG00000111116	0.8531
7	ENSDARG00000111169	0.7792
7	ENSDARG00000111170	0.7049
7	ENSDARG00000111185	0.8289
7	ENSDARG00000111209	0.7787
7	ENSDARG00000111293	0.8615
7	ENSDARG00000111428	0.3813
7	ENSDARG00000111435	0.8520
7	ENSDARG00000111438	0.8025
7	ENSDARG00000111457	0.5260
7	ENSDARG00000111459	0.8551
7	ENSDARG00000111513	0.8446
7	ENSDARG00000111571	0.3430
7	ENSDARG00000111608	0.8514
7	ENSDARG00000111701	0.8017
7	ENSDARG00000111705	0.8562
7	ENSDARG00000111747	0.6592
7	ENSDARG00000111829	0.2380
7	ENSDARG00000111845	0.6183
7	ENSDARG00000111856	0.7768
7	ENSDARG00000111896	0.7449
7	ENSDARG00000111916	0.2228
7	ENSDARG00000112062	0.5763
7	ENSDARG00000112073	0.6922
7	ENSDARG00000112080	0.8385
7	ENSDARG00000112192	0.8462
7	ENSDARG00000112216	0.7528
7	ENSDARG00000112227	0.8300
7	ENSDARG00000112290	0.8530
7	ENSDARG00000112314	0.3863
7	ENSDARG00000112318	0.7647
7	ENSDARG00000112324	0.5267
7	ENSDARG00000112357	0.8309
7	ENSDARG00000112377	0.8177
7	ENSDARG00000112419	0.8271
7	ENSDARG00000112444	0.6121
7	ENSDARG00000112477	0.7313
7	ENSDARG00000112524	0.7243
7	ENSDARG00000112560	0.6452
7	ENSDARG00000112659	0.7349
7	ENSDARG00000112731	0.8035
7	ENSDARG00000112880	0.7620
7	ENSDARG00000112931	0.8568
7	ENSDARG00000112956	0.8122
7	ENSDARG00000113061	0.6916
7	ENSDARG00000113086	0.8351
7	ENSDARG00000113122	0.7482
7	ENSDARG00000113146	0.4722
7	ENSDARG00000113171	0.8569
7	ENSDARG00000113175	0.8095
7	ENSDARG00000113218	0.5990
7	ENSDARG00000113254	0.6973
7	ENSDARG00000113274	0.8378
7	ENSDARG00000113282	0.7581
7	ENSDARG00000113302	0.2952
7	ENSDARG00000113312	0.8551
7	ENSDARG00000113421	0.7212
7	ENSDARG00000113440	0.8255
7	ENSDARG00000113441	0.7618
7	ENSDARG00000113514	0.7964
7	ENSDARG00000113551	0.8339
7	ENSDARG00000113561	0.5249
7	ENSDARG00000113573	0.7743
7	ENSDARG00000113759	0.7934
7	ENSDARG00000113831	0.7864
7	ENSDARG00000113851	0.7699
7	ENSDARG00000113926	0.8457
7	ENSDARG00000113961	0.8144
7	ENSDARG00000114003	0.8311
7	ENSDARG00000114064	0.8369
7	ENSDARG00000114165	0.7921
7	ENSDARG00000114173	0.8444
7	ENSDARG00000114175	0.8169
7	ENSDARG00000114212	0.0595
7	ENSDARG00000114240	0.8478
7	ENSDARG00000114282	0.8416
7	ENSDARG00000114336	0.7897
7	ENSDARG00000114477	0.8315
7	ENSDARG00000114512	0.1746
7	ENSDARG00000114564	0.6976
7	ENSDARG00000114625	0.6966
7	ENSDARG00000114814	0.8571
7	ENSDARG00000114858	0.8171
7	ENSDARG00000114937	0.6932
7	ENSDARG00000114979	0.8378
7	ENSDARG00000114991	0.7951
7	ENSDARG00000115027	0.8238
7	ENSDARG00000115112	0.8379
7	ENSDARG00000115235	0.6175
7	ENSDARG00000115292	0.8456
7	ENSDARG00000115300	0.7454
7	ENSDARG00000115318	0.7412
7	ENSDARG00000115362	0.7975
7	ENSDARG00000115422	0.8360
7	ENSDARG00000115454	0.8582
7	ENSDARG00000115486	0.7165
7	ENSDARG00000115511	0.8533
7	ENSDARG00000115549	0.8020
7	ENSDARG00000115557	0.8353
7	ENSDARG00000115664	0.7842
7	ENSDARG00000115717	0.8188
7	ENSDARG00000115738	0.7927
7	ENSDARG00000115757	0.8434
7	ENSDARG00000115911	0.7829
7	ENSDARG00000115947	0.7999
7	ENSDARG00000115956	0.5263
7	ENSDARG00000116085	0.7129
7	ENSDARG00000116109	0.3737
7	ENSDARG00000116113	0.8383
7	ENSDARG00000116140	0.8431
7	ENSDARG00000116210	0.8191
7	ENSDARG00000116260	0.7050
7	ENSDARG00000116304	0.8119
7	ENSDARG00000116322	0.3403
7	ENSDARG00000116382	0.6625
7	ENSDARG00000116435	0.8240
7	ENSDARG00000116502	0.8318
7	ENSDARG00000116602	0.7649
7	ENSDARG00000116628	0.8454
7	ENSDARG00000116644	0.1598
7	ENSDARG00000116659	0.8543
7	ENSDARG00000116669	0.5256
7	ENSDARG00000116793	0.8354
7	ENSDARG00000116863	0.4152
7	ENSDARG00000116897	0.5623
7	ENSDARG00000116923	0.8452
7	ENSDARG00000116951	0.8549
7	ENSDARG00000116986	0.7501
7	ENSDARG00000117029	0.7564
7	ENSDARG00000117066	0.8375
7	ENSDARG00000117087	0.8424
7	ENSDARG00000117154	0.5503
7	ENSDARG00000117175	0.8547
7	ENSDARG00000117198	0.8472
7	ENSDARG00000117293	0.5717
7	ENSDARG00000117361	0.7961
7	ENSDARG00000117393	0.7597
7	ENSDARG00000117436	0.3378
8	ENSDARG00000001549	0.3949
8	ENSDARG00000002403	0.6317
8	ENSDARG00000002479	0.6229
8	ENSDARG00000002609	0.5070
8	ENSDARG00000003251	0.6254
8	ENSDARG00000004328	0.2997
8	ENSDARG00000004576	0.5918
8	ENSDARG00000004937	0.6040
8	ENSDARG00000005454	0.6393
8	ENSDARG00000006038	0.5625
8	ENSDARG00000006120	0.2613
8	ENSDARG00000006389	0.1816
8	ENSDARG00000006409	0.5450
8	ENSDARG00000006524	0.5494
8	ENSDARG00000008279	0.3916
8	ENSDARG00000008377	0.2340
8	ENSDARG00000009754	0.4800
8	ENSDARG00000010792	0.6118
8	ENSDARG00000011094	0.6303
8	ENSDARG00000011262	0.5631
8	ENSDARG00000012141	0.6334
8	ENSDARG00000012314	0.5723
8	ENSDARG00000012723	0.6111
8	ENSDARG00000013719	0.6513
8	ENSDARG00000014013	0.6265
8	ENSDARG00000015998	0.4185
8	ENSDARG00000017595	0.6016
8	ENSDARG00000017762	0.4309
8	ENSDARG00000018121	0.5458
8	ENSDARG00000018272	0.4724
8	ENSDARG00000018904	0.2986
8	ENSDARG00000019300	0.6441
8	ENSDARG00000019371	0.6372
8	ENSDARG00000019765	0.6213
8	ENSDARG00000020467	0.6414
8	ENSDARG00000024488	0.6199
8	ENSDARG00000024598	0.5384
8	ENSDARG00000025420	0.6398
8	ENSDARG00000026224	0.4228
8	ENSDARG00000026225	0.5963
8	ENSDARG00000027938	0.5949
8	ENSDARG00000029718	0.5440
8	ENSDARG00000029768	0.4201
8	ENSDARG00000029865	0.6122
8	ENSDARG00000030756	0.5929
8	ENSDARG00000031138	0.6024
8	ENSDARG00000031637	0.5976
8	ENSDARG00000032049	0.5041
8	ENSDARG00000034473	0.5491
8	ENSDARG00000035120	0.6332
8	ENSDARG00000035285	0.1567
8	ENSDARG00000036180	0.5645
8	ENSDARG00000036619	0.3934
8	ENSDARG00000036956	0.2578
8	ENSDARG00000037383	0.6167
8	ENSDARG00000038467	0.6054
8	ENSDARG00000038967	0.2773
8	ENSDARG00000039077	0.6371
8	ENSDARG00000041361	0.6279
8	ENSDARG00000041776	0.6152
8	ENSDARG00000042145	0.6082
8	ENSDARG00000043720	0.4522
8	ENSDARG00000043973	0.6288
8	ENSDARG00000044083	0.5720
8	ENSDARG00000044318	0.5355
8	ENSDARG00000044437	0.6304
8	ENSDARG00000044491	0.5646
8	ENSDARG00000044803	0.6233
8	ENSDARG00000045269	0.3772
8	ENSDARG00000045308	0.5083
8	ENSDARG00000051735	0.5885
8	ENSDARG00000051800	0.4955
8	ENSDARG00000051886	0.6374
8	ENSDARG00000051923	0.3471
8	ENSDARG00000052482	0.2598
8	ENSDARG00000052553	0.5902
8	ENSDARG00000052697	0.6173
8	ENSDARG00000052907	0.6157
8	ENSDARG00000054304	0.3228
8	ENSDARG00000055481	0.6204
8	ENSDARG00000055753	0.3523
8	ENSDARG00000056006	0.4860
8	ENSDARG00000057062	0.3722
8	ENSDARG00000057249	0.3432
8	ENSDARG00000057276	0.5024
8	ENSDARG00000057322	0.5490
8	ENSDARG00000057583	0.5896
8	ENSDARG00000057681	0.6109
8	ENSDARG00000057863	0.6255
8	ENSDARG00000057911	0.2742
8	ENSDARG00000058089	0.6265
8	ENSDARG00000058115	0.2441
8	ENSDARG00000058259	0.5958
8	ENSDARG00000058260	0.6296
8	ENSDARG00000058346	0.6386
8	ENSDARG00000058696	0.4474
8	ENSDARG00000059236	0.3095
8	ENSDARG00000059461	0.3661
8	ENSDARG00000059474	0.6310
8	ENSDARG00000059483	0.6192
8	ENSDARG00000059553	0.4013
8	ENSDARG00000059646	0.5265
8	ENSDARG00000059680	0.6008
8	ENSDARG00000059768	0.6043
8	ENSDARG00000060023	0.6350
8	ENSDARG00000061590	0.3025
8	ENSDARG00000063062	0.6191
8	ENSDARG00000063218	0.5998
8	ENSDARG00000063555	0.5973
8	ENSDARG00000063580	0.2517
8	ENSDARG00000069006	0.6104
8	ENSDARG00000069855	0.6408
8	ENSDARG00000070080	0.3898
8	ENSDARG00000070109	0.6363
8	ENSDARG00000070151	0.1850
8	ENSDARG00000073814	0.3524
8	ENSDARG00000073848	0.2589
8	ENSDARG00000074156	0.6159
8	ENSDARG00000074326	0.6304
8	ENSDARG00000074623	0.6226
8	ENSDARG00000074758	0.3433
8	ENSDARG00000075183	0.4599
8	ENSDARG00000075345	0.6056
8	ENSDARG00000075526	0.6515
8	ENSDARG00000075538	0.6159
8	ENSDARG00000076451	0.6203
8	ENSDARG00000076733	0.6465
8	ENSDARG00000076766	0.5988
8	ENSDARG00000076805	0.6469
8	ENSDARG00000076988	0.5714
8	ENSDARG00000077029	0.6237
8	ENSDARG00000077060	0.5098
8	ENSDARG00000077107	0.6181
8	ENSDARG00000077353	0.5201
8	ENSDARG00000077499	0.5984
8	ENSDARG00000078041	0.5217
8	ENSDARG00000078654	0.5467
8	ENSDARG00000078828	0.6295
8	ENSDARG00000079229	0.6385
8	ENSDARG00000079276	0.4499
8	ENSDARG00000079328	0.2934
8	ENSDARG00000079616	0.3375
8	ENSDARG00000079915	0.4747
8	ENSDARG00000081218	0.5986
8	ENSDARG00000083189	0.6416
8	ENSDARG00000086746	0.6362
8	ENSDARG00000086950	0.5871
8	ENSDARG00000088160	0.6178
8	ENSDARG00000089643	0.5921
8	ENSDARG00000089790	0.5988
8	ENSDARG00000090054	0.6241
8	ENSDARG00000090297	0.6215
8	ENSDARG00000091150	0.6108
8	ENSDARG00000091905	0.6376
8	ENSDARG00000092134	0.6244
8	ENSDARG00000092626	0.4026
8	ENSDARG00000092806	0.3513
8	ENSDARG00000092855	0.4634
8	ENSDARG00000096187	0.1226
8	ENSDARG00000096622	0.3856
8	ENSDARG00000096729	0.3047
8	ENSDARG00000098233	0.5838
8	ENSDARG00000098669	0.5504
8	ENSDARG00000098822	0.5521
8	ENSDARG00000099438	0.6043
8	ENSDARG00000099692	0.5813
8	ENSDARG00000100121	0.5394
8	ENSDARG00000100143	0.2288
8	ENSDARG00000100261	0.4869
8	ENSDARG00000100419	0.6382
8	ENSDARG00000100532	0.5327
8	ENSDARG00000100573	0.6277
8	ENSDARG00000101102	0.5753
8	ENSDARG00000101578	0.6274
8	ENSDARG00000101947	0.2113
8	ENSDARG00000102483	0.6298
8	ENSDARG00000102798	0.3244
8	ENSDARG00000102831	0.5776
8	ENSDARG00000102964	0.2162
8	ENSDARG00000103114	0.5559
8	ENSDARG00000103391	0.5431
8	ENSDARG00000103712	0.2990
8	ENSDARG00000103730	0.6161
8	ENSDARG00000103819	0.6062
8	ENSDARG00000103892	0.5871
8	ENSDARG00000103923	0.6117
8	ENSDARG00000104495	0.2155
8	ENSDARG00000104501	0.5940
8	ENSDARG00000104722	0.4392
8	ENSDARG00000104735	0.6022
8	ENSDARG00000104889	0.6273
8	ENSDARG00000105190	0.6173
8	ENSDARG00000105340	0.6362
8	ENSDARG00000105374	0.4696
8	ENSDARG00000105478	0.5689
8	ENSDARG00000105479	0.6362
8	ENSDARG00000105484	0.6187
8	ENSDARG00000105507	0.4765
8	ENSDARG00000109474	0.6374
8	ENSDARG00000110221	0.6183
8	ENSDARG00000110812	0.4808
8	ENSDARG00000111396	0.5582
8	ENSDARG00000111501	0.6142
8	ENSDARG00000111615	0.3326
8	ENSDARG00000111648	0.4039
8	ENSDARG00000111712	0.6290
8	ENSDARG00000111753	0.5201
8	ENSDARG00000112451	0.6567
8	ENSDARG00000112593	0.6172
8	ENSDARG00000112895	0.5690
8	ENSDARG00000113179	0.5121
8	ENSDARG00000113468	0.6128
8	ENSDARG00000114134	0.6115
8	ENSDARG00000114169	0.3465
8	ENSDARG00000114180	0.4819
8	ENSDARG00000114489	0.5390
8	ENSDARG00000114500	0.6309
8	ENSDARG00000115609	0.4553
8	ENSDARG00000115814	0.6109
8	ENSDARG00000115938	0.6004
8	ENSDARG00000116828	0.4893
8	ENSDARG00000117637	0.6115
9	ENSDARG00000001733	0.1712
9	ENSDARG00000001818	0.4189
9	ENSDARG00000001993	0.6788
9	ENSDARG00000003991	0.3313
9	ENSDARG00000004082	0.6221
9	ENSDARG00000004869	0.1876
9	ENSDARG00000004880	0.1901
9	ENSDARG00000006266	0.2040
9	ENSDARG00000006811	0.6606
9	ENSDARG00000007276	0.7310
9	ENSDARG00000007975	0.0808
9	ENSDARG00000009594	0.6246
9	ENSDARG00000011783	0.1432
9	ENSDARG00000012366	0.6880
9	ENSDARG00000012948	0.6758
9	ENSDARG00000013414	0.3370
9	ENSDARG00000014840	0.6702
9	ENSDARG00000015263	0.3767
9	ENSDARG00000015985	0.1074
9	ENSDARG00000016141	0.0837
9	ENSDARG00000016918	0.7392
9	ENSDARG00000018105	0.1079
9	ENSDARG00000018361	0.2099
9	ENSDARG00000018478	0.6494
9	ENSDARG00000019128	0.6705
9	ENSDARG00000019179	0.6681
9	ENSDARG00000019228	0.3593
9	ENSDARG00000019492	0.7388
9	ENSDARG00000019782	0.6736
9	ENSDARG00000020072	0.3498
9	ENSDARG00000021339	0.4880
9	ENSDARG00000021345	0.2578
9	ENSDARG00000021787	0.2674
9	ENSDARG00000022631	0.5163
9	ENSDARG00000023712	0.4938
9	ENSDARG00000023886	0.7217
9	ENSDARG00000025670	0.7313
9	ENSDARG00000026834	0.7225
9	ENSDARG00000027236	0.4546
9	ENSDARG00000027963	0.1865
9	ENSDARG00000028878	0.6225
9	ENSDARG00000029146	0.6124
9	ENSDARG00000029546	0.7216
9	ENSDARG00000029822	0.7414
9	ENSDARG00000029832	0.4050
9	ENSDARG00000029995	0.5469
9	ENSDARG00000030166	0.5604
9	ENSDARG00000032326	0.1585
9	ENSDARG00000033544	0.7094
9	ENSDARG00000034588	0.6332
9	ENSDARG00000034677	0.1106
9	ENSDARG00000036966	0.7200
9	ENSDARG00000038978	0.2034
9	ENSDARG00000039220	0.6915
9	ENSDARG00000039269	0.7242
9	ENSDARG00000039310	0.3316
9	ENSDARG00000039626	0.1439
9	ENSDARG00000039730	0.7304
9	ENSDARG00000041115	0.6983
9	ENSDARG00000042293	0.6137
9	ENSDARG00000042529	0.7339
9	ENSDARG00000042829	0.0951
9	ENSDARG00000042920	0.6308
9	ENSDARG00000042956	0.4760
9	ENSDARG00000042978	0.1248
9	ENSDARG00000042982	0.7276
9	ENSDARG00000043243	0.2897
9	ENSDARG00000043648	0.4839
9	ENSDARG00000044935	0.6352
9	ENSDARG00000045089	0.7116
9	ENSDARG00000045306	0.6594
9	ENSDARG00000045408	0.5981
9	ENSDARG00000045442	0.5854
9	ENSDARG00000045685	0.2408
9	ENSDARG00000046021	0.7154
9	ENSDARG00000051823	0.4663
9	ENSDARG00000051939	0.3875
9	ENSDARG00000052242	0.6186
9	ENSDARG00000052437	0.4200
9	ENSDARG00000052654	0.3742
9	ENSDARG00000053517	0.1449
9	ENSDARG00000053761	0.5632
9	ENSDARG00000053845	0.7341
9	ENSDARG00000054331	0.6823
9	ENSDARG00000054588	0.5823
9	ENSDARG00000054609	0.6830
9	ENSDARG00000055346	0.6821
9	ENSDARG00000055539	0.4758
9	ENSDARG00000055607	0.0751
9	ENSDARG00000055809	0.7432
9	ENSDARG00000056248	0.6874
9	ENSDARG00000056781	0.6556
9	ENSDARG00000057166	0.1423
9	ENSDARG00000057652	0.7324
9	ENSDARG00000057678	0.6911
9	ENSDARG00000058003	0.7305
9	ENSDARG00000058492	0.7164
9	ENSDARG00000058799	0.5931
9	ENSDARG00000058994	0.0805
9	ENSDARG00000059015	0.0698
9	ENSDARG00000059054	0.5527
9	ENSDARG00000059166	0.6549
9	ENSDARG00000060018	0.0602
9	ENSDARG00000061014	0.1599
9	ENSDARG00000061101	0.7046
9	ENSDARG00000061444	0.1326
9	ENSDARG00000061515	0.7290
9	ENSDARG00000061836	0.5128
9	ENSDARG00000062757	0.5968
9	ENSDARG00000063014	0.7206
9	ENSDARG00000063594	0.3221
9	ENSDARG00000068181	0.6687
9	ENSDARG00000068220	0.4311
9	ENSDARG00000068280	0.0919
9	ENSDARG00000068453	0.1186
9	ENSDARG00000068586	0.7304
9	ENSDARG00000069018	0.6537
9	ENSDARG00000069027	0.2823
9	ENSDARG00000069471	0.2300
9	ENSDARG00000069909	0.1801
9	ENSDARG00000070511	0.5037
9	ENSDARG00000070604	0.5372
9	ENSDARG00000071044	0.4818
9	ENSDARG00000071306	0.5230
9	ENSDARG00000071458	0.7214
9	ENSDARG00000071592	0.6977
9	ENSDARG00000073742	0.6760
9	ENSDARG00000074132	0.6141
9	ENSDARG00000074628	0.4516
9	ENSDARG00000074839	0.4328
9	ENSDARG00000074908	0.0907
9	ENSDARG00000075914	0.7043
9	ENSDARG00000076055	0.4452
9	ENSDARG00000076487	0.5821
9	ENSDARG00000076972	0.7386
9	ENSDARG00000077275	0.7200
9	ENSDARG00000077341	0.0830
9	ENSDARG00000077396	0.7196
9	ENSDARG00000078322	0.6389
9	ENSDARG00000078362	0.6362
9	ENSDARG00000078388	0.4790
9	ENSDARG00000078619	0.2454
9	ENSDARG00000078757	0.6979
9	ENSDARG00000079079	0.6669
9	ENSDARG00000079443	0.6991
9	ENSDARG00000079560	0.4356
9	ENSDARG00000079647	0.2074
9	ENSDARG00000080006	0.1125
9	ENSDARG00000086391	0.7317
9	ENSDARG00000087306	0.6075
9	ENSDARG00000087402	0.1758
9	ENSDARG00000088590	0.1621
9	ENSDARG00000089310	0.5191
9	ENSDARG00000090428	0.6642
9	ENSDARG00000091539	0.6139
9	ENSDARG00000091650	0.2627
9	ENSDARG00000092987	0.0668
9	ENSDARG00000093062	0.7023
9	ENSDARG00000093183	0.5890
9	ENSDARG00000093318	0.6722
9	ENSDARG00000093994	0.6588
9	ENSDARG00000094045	0.6451
9	ENSDARG00000094511	0.5186
9	ENSDARG00000094665	0.1555
9	ENSDARG00000095002	0.5484
9	ENSDARG00000095051	0.2380
9	ENSDARG00000095090	0.5909
9	ENSDARG00000095224	0.0879
9	ENSDARG00000095646	0.5290
9	ENSDARG00000095688	0.5474
9	ENSDARG00000095802	0.2325
9	ENSDARG00000095832	0.1200
9	ENSDARG00000097008	0.6949
9	ENSDARG00000097231	0.2304
9	ENSDARG00000097236	0.1211
9	ENSDARG00000097323	0.4851
9	ENSDARG00000097605	0.1298
9	ENSDARG00000097725	0.6644
9	ENSDARG00000098475	0.4930
9	ENSDARG00000098791	0.7102
9	ENSDARG00000099106	0.2002
9	ENSDARG00000099384	0.2394
9	ENSDARG00000099525	0.3594
9	ENSDARG00000099576	0.0985
9	ENSDARG00000099646	0.1428
9	ENSDARG00000099712	0.4422
9	ENSDARG00000100397	0.6742
9	ENSDARG00000100403	0.1720
9	ENSDARG00000100815	0.7203
9	ENSDARG00000101095	0.5136
9	ENSDARG00000101175	0.1614
9	ENSDARG00000101199	0.3502
9	ENSDARG00000102225	0.6123
9	ENSDARG00000102442	0.6585
9	ENSDARG00000102470	0.6856
9	ENSDARG00000102594	0.2530
9	ENSDARG00000103342	0.5460
9	ENSDARG00000103538	0.1772
9	ENSDARG00000104204	0.6023
9	ENSDARG00000104340	0.2012
9	ENSDARG00000104435	0.5278
9	ENSDARG00000104457	0.7301
9	ENSDARG00000104528	0.5421
9	ENSDARG00000104574	0.6567
9	ENSDARG00000104654	0.4854
9	ENSDARG00000109827	0.6579
9	ENSDARG00000110026	0.4455
9	ENSDARG00000110463	0.3920
9	ENSDARG00000110496	0.4078
9	ENSDARG00000111262	0.6112
9	ENSDARG00000112226	0.2812
9	ENSDARG00000112287	0.7039
9	ENSDARG00000112632	0.2363
9	ENSDARG00000112637	0.6787
9	ENSDARG00000113578	0.3920
9	ENSDARG00000114648	0.7095
9	ENSDARG00000115041	0.2162
9	ENSDARG00000115119	0.6071
9	ENSDARG00000115470	0.3196
9	ENSDARG00000115637	0.2546
9	ENSDARG00000116317	0.1175
9	ENSDARG00000116530	0.6152
9	ENSDARG00000116612	0.7111
9	ENSDARG00000116775	0.1118
9	ENSDARG00000117155	0.6016
9	ENSDARG00000117256	0.7221
9	ENSDARG00000117263	0.7026
9	ENSDARG00000117319	0.7363
9	ENSDARG00000117325	0.2835
10	ENSDARG00000001912	0.7153
10	ENSDARG00000002847	0.7638
10	ENSDARG00000003495	0.7054
10	ENSDARG00000004721	0.1033
10	ENSDARG00000005522	0.7707
10	ENSDARG00000007480	0.4335
10	ENSDARG00000007988	0.7036
10	ENSDARG00000008849	0.7694
10	ENSDARG00000010519	0.1377
10	ENSDARG00000013669	0.6681
10	ENSDARG00000016460	0.7714
10	ENSDARG00000018542	0.7714
10	ENSDARG00000019233	0.7575
10	ENSDARG00000019265	0.3791
10	ENSDARG00000019516	0.5504
10	ENSDARG00000020443	0.7695
10	ENSDARG00000021032	0.7545
10	ENSDARG00000024631	0.2698
10	ENSDARG00000024920	0.4393
10	ENSDARG00000028306	0.6945
10	ENSDARG00000029057	0.7483
10	ENSDARG00000029609	0.7679
10	ENSDARG00000030157	0.7691
10	ENSDARG00000034785	0.6317
10	ENSDARG00000036414	0.7610
10	ENSDARG00000040610	0.5149
10	ENSDARG00000040643	0.7731
