cluster	gene	probability
5	ENSDARG00000068726	0.4960
5	ENSDARG00000068759	0.5810
5	ENSDARG00000069326	0.4986
5	ENSDARG00000069441	0.4679
5	ENSDARG00000070000	0.5045
5	ENSDARG00000070463	0.3968
5	ENSDARG00000070568	0.5420
5	ENSDARG00000070598	0.5688
5	ENSDARG00000070688	0.5553
5	ENSDARG00000070809	0.5303
5	ENSDARG00000070939	0.4985
5	ENSDARG00000071294	0.3849
5	ENSDARG00000071469	0.3127
5	ENSDARG00000071524	0.5089
5	ENSDARG00000071694	0.5471
5	ENSDARG00000073710	0.4762
5	ENSDARG00000074012	0.3161
5	ENSDARG00000074137	0.3624
5	ENSDARG00000074161	0.3238
5	ENSDARG00000074332	0.4940
5	ENSDARG00000074337	0.4772
5	ENSDARG00000074481	0.3409
5	ENSDARG00000074686	0.3160
5	ENSDARG00000074796	0.5661
5	ENSDARG00000074868	0.5815
5	ENSDARG00000074927	0.5477
5	ENSDARG00000074955	0.5368
5	ENSDARG00000075008	0.5652
5	ENSDARG00000075211	0.5658
5	ENSDARG00000075354	0.5705
5	ENSDARG00000075467	0.4382
5	ENSDARG00000075508	0.5580
5	ENSDARG00000075527	0.3718
5	ENSDARG00000075560	0.5102
5	ENSDARG00000075664	0.5826
5	ENSDARG00000075725	0.5017
5	ENSDARG00000075727	0.5186
5	ENSDARG00000075805	0.5649
5	ENSDARG00000075916	0.2964
5	ENSDARG00000076416	0.5299
5	ENSDARG00000076590	0.5286
5	ENSDARG00000076752	0.2939
5	ENSDARG00000076763	0.5594
5	ENSDARG00000076857	0.5240
5	ENSDARG00000076919	0.5236
5	ENSDARG00000076928	0.5349
5	ENSDARG00000077038	0.5522
5	ENSDARG00000077089	0.3917
5	ENSDARG00000077093	0.4609
5	ENSDARG00000077261	0.1931
5	ENSDARG00000077361	0.5591
5	ENSDARG00000077456	0.4783
5	ENSDARG00000077620	0.4000
5	ENSDARG00000077650	0.5605
5	ENSDARG00000077732	0.4684
5	ENSDARG00000077877	0.5368
5	ENSDARG00000078310	0.5605
5	ENSDARG00000078416	0.5037
5	ENSDARG00000078557	0.5690
5	ENSDARG00000078734	0.3418
5	ENSDARG00000078941	0.5245
5	ENSDARG00000078989	0.4552
5	ENSDARG00000079012	0.5244
5	ENSDARG00000079015	0.4117
5	ENSDARG00000079125	0.5505
5	ENSDARG00000079248	0.5552
5	ENSDARG00000079286	0.5791
5	ENSDARG00000079313	0.5758
5	ENSDARG00000079479	0.5337
5	ENSDARG00000079716	0.5180
5	ENSDARG00000079818	0.2370
5	ENSDARG00000079949	0.4282
5	ENSDARG00000079964	0.4452
5	ENSDARG00000081163	0.5106
5	ENSDARG00000082257	0.5464
5	ENSDARG00000086459	0.3078
5	ENSDARG00000086550	0.5509
5	ENSDARG00000086591	0.4563
5	ENSDARG00000086815	0.4019
5	ENSDARG00000086927	0.5432
5	ENSDARG00000087094	0.5298
5	ENSDARG00000087421	0.5594
5	ENSDARG00000087529	0.5308
5	ENSDARG00000087636	0.4003
5	ENSDARG00000087780	0.2739
5	ENSDARG00000087784	0.5143
5	ENSDARG00000087843	0.5575
5	ENSDARG00000088087	0.5072
5	ENSDARG00000088505	0.5287
5	ENSDARG00000089042	0.5456
5	ENSDARG00000089701	0.3075
5	ENSDARG00000089806	0.3264
5	ENSDARG00000090160	0.5109
5	ENSDARG00000090170	0.5644
5	ENSDARG00000090543	0.5410
5	ENSDARG00000090818	0.5429
5	ENSDARG00000090830	0.4664
5	ENSDARG00000090895	0.4189
5	ENSDARG00000090904	0.4680
5	ENSDARG00000091090	0.5628
5	ENSDARG00000092636	0.2758
5	ENSDARG00000092660	0.4701
5	ENSDARG00000092900	0.4038
5	ENSDARG00000092963	0.4361
5	ENSDARG00000093019	0.4966
5	ENSDARG00000093125	0.5611
5	ENSDARG00000093864	0.5563
5	ENSDARG00000094102	0.4288
5	ENSDARG00000094396	0.5565
5	ENSDARG00000094559	0.3631
5	ENSDARG00000094941	0.4932
5	ENSDARG00000094977	0.5758
5	ENSDARG00000094992	0.5489
5	ENSDARG00000095072	0.3574
5	ENSDARG00000095580	0.5186
5	ENSDARG00000096041	0.2174
5	ENSDARG00000096100	0.4968
5	ENSDARG00000096194	0.5560
5	ENSDARG00000096331	0.5105
5	ENSDARG00000096562	0.4118
5	ENSDARG00000096569	0.5650
5	ENSDARG00000096992	0.5473
5	ENSDARG00000097077	0.5508
5	ENSDARG00000097467	0.5299
5	ENSDARG00000097542	0.5704
5	ENSDARG00000097750	0.5749
5	ENSDARG00000097819	0.5560
5	ENSDARG00000097825	0.4085
5	ENSDARG00000097873	0.4097
5	ENSDARG00000098045	0.4761
5	ENSDARG00000098052	0.2858
5	ENSDARG00000098272	0.4872
5	ENSDARG00000098529	0.5529
5	ENSDARG00000098574	0.5592
5	ENSDARG00000098595	0.4925
5	ENSDARG00000098874	0.3750
5	ENSDARG00000098968	0.5539
5	ENSDARG00000098970	0.4156
5	ENSDARG00000099021	0.5595
5	ENSDARG00000099184	0.2714
5	ENSDARG00000099220	0.5124
5	ENSDARG00000099377	0.3328
5	ENSDARG00000099431	0.4457
5	ENSDARG00000099516	0.3476
5	ENSDARG00000099635	0.5298
5	ENSDARG00000099675	0.5304
5	ENSDARG00000099981	0.2801
5	ENSDARG00000100024	0.5012
5	ENSDARG00000100056	0.4231
5	ENSDARG00000100129	0.5157
5	ENSDARG00000100422	0.5542
5	ENSDARG00000100623	0.5600
5	ENSDARG00000100636	0.5258
5	ENSDARG00000100666	0.3269
5	ENSDARG00000100741	0.4119
5	ENSDARG00000100918	0.5664
5	ENSDARG00000100990	0.5344
5	ENSDARG00000101029	0.5200
5	ENSDARG00000101080	0.4072
5	ENSDARG00000101089	0.2436
5	ENSDARG00000101131	0.5593
5	ENSDARG00000101180	0.5047
5	ENSDARG00000101244	0.3359
5	ENSDARG00000101260	0.5393
5	ENSDARG00000101271	0.4611
5	ENSDARG00000101465	0.3321
5	ENSDARG00000101710	0.5537
5	ENSDARG00000101935	0.5047
5	ENSDARG00000102015	0.5317
5	ENSDARG00000102054	0.4213
5	ENSDARG00000102101	0.3705
5	ENSDARG00000102184	0.5543
5	ENSDARG00000102240	0.5553
5	ENSDARG00000102262	0.3617
5	ENSDARG00000102325	0.5504
5	ENSDARG00000102418	0.5686
5	ENSDARG00000102506	0.4769
5	ENSDARG00000102615	0.4244
5	ENSDARG00000102624	0.5294
5	ENSDARG00000102674	0.5715
5	ENSDARG00000102792	0.5285
5	ENSDARG00000103108	0.4002
5	ENSDARG00000103125	0.3747
5	ENSDARG00000103362	0.5629
5	ENSDARG00000103554	0.5572
5	ENSDARG00000103580	0.5716
5	ENSDARG00000103787	0.5093
5	ENSDARG00000103834	0.5627
5	ENSDARG00000103845	0.3201
5	ENSDARG00000103893	0.5636
5	ENSDARG00000103907	0.4343
5	ENSDARG00000103956	0.2511
5	ENSDARG00000104114	0.4656
5	ENSDARG00000104130	0.5685
5	ENSDARG00000104251	0.5552
5	ENSDARG00000104342	0.5517
5	ENSDARG00000104392	0.5673
5	ENSDARG00000104530	0.3828
5	ENSDARG00000104765	0.5556
5	ENSDARG00000104981	0.5593
5	ENSDARG00000105028	0.3561
5	ENSDARG00000105046	0.5589
5	ENSDARG00000105053	0.3738
5	ENSDARG00000105088	0.5749
5	ENSDARG00000105112	0.5622
5	ENSDARG00000105122	0.5138
5	ENSDARG00000105277	0.2644
5	ENSDARG00000105328	0.3781
5	ENSDARG00000105345	0.5167
5	ENSDARG00000105350	0.4856
5	ENSDARG00000105352	0.4295
5	ENSDARG00000105355	0.3882
5	ENSDARG00000105359	0.5541
5	ENSDARG00000105376	0.4090
5	ENSDARG00000105443	0.4583
5	ENSDARG00000105459	0.5387
5	ENSDARG00000105508	0.3925
5	ENSDARG00000107053	0.5583
5	ENSDARG00000109282	0.2936
5	ENSDARG00000109370	0.4306
5	ENSDARG00000109389	0.3383
5	ENSDARG00000109476	0.5783
5	ENSDARG00000109645	0.5489
5	ENSDARG00000109728	0.3288
5	ENSDARG00000110032	0.5720
5	ENSDARG00000110159	0.5713
5	ENSDARG00000110442	0.5032
5	ENSDARG00000110639	0.4100
5	ENSDARG00000110659	0.5554
5	ENSDARG00000111088	0.5532
5	ENSDARG00000111233	0.5694
5	ENSDARG00000111405	0.5839
5	ENSDARG00000111417	0.3114
5	ENSDARG00000111447	0.5607
5	ENSDARG00000111536	0.5047
5	ENSDARG00000111964	0.3247
5	ENSDARG00000111996	0.4424
5	ENSDARG00000112045	0.4531
5	ENSDARG00000112050	0.5587
5	ENSDARG00000112195	0.5652
5	ENSDARG00000112234	0.4986
5	ENSDARG00000112291	0.5489
5	ENSDARG00000112426	0.3661
5	ENSDARG00000112452	0.5694
5	ENSDARG00000112528	0.5451
5	ENSDARG00000112540	0.3281
5	ENSDARG00000112653	0.4245
5	ENSDARG00000112746	0.5591
5	ENSDARG00000112898	0.5692
5	ENSDARG00000113249	0.3905
5	ENSDARG00000113296	0.5781
5	ENSDARG00000113365	0.3526
5	ENSDARG00000113518	0.3816
5	ENSDARG00000113614	0.5351
5	ENSDARG00000113623	0.5648
5	ENSDARG00000113867	0.4407
5	ENSDARG00000113993	0.4980
5	ENSDARG00000114067	0.5344
5	ENSDARG00000114334	0.5070
5	ENSDARG00000114434	0.5617
5	ENSDARG00000114665	0.3406
5	ENSDARG00000114749	0.5043
5	ENSDARG00000115054	0.3179
5	ENSDARG00000115272	0.4169
5	ENSDARG00000115457	0.4831
5	ENSDARG00000115586	0.2847
5	ENSDARG00000115644	0.5600
5	ENSDARG00000115751	0.5245
5	ENSDARG00000115766	0.5785
5	ENSDARG00000115842	0.4252
5	ENSDARG00000115960	0.5740
5	ENSDARG00000115964	0.5295
5	ENSDARG00000116176	0.4984
5	ENSDARG00000116417	0.5532
5	ENSDARG00000116743	0.5446
5	ENSDARG00000116781	0.5032
5	ENSDARG00000116861	0.5400
5	ENSDARG00000116871	0.5627
5	ENSDARG00000117107	0.4315
5	ENSDARG00000117132	0.2727
5	ENSDARG00000117320	0.5563
5	ENSDARG00000117321	0.5486
5	ENSDARG00000117439	0.2659
5	ENSDARG00000117444	0.5633
5	ENSDARG00000117574	0.4903
5	ENSDARG00000117729	0.5274
5	ENSDARG00000117795	0.4579
6	ENSDARG00000000241	0.8386
6	ENSDARG00000000369	0.8061
6	ENSDARG00000000568	0.8175
6	ENSDARG00000000767	0.7965
6	ENSDARG00000000861	0.7675
6	ENSDARG00000000887	0.8325
6	ENSDARG00000000943	0.7450
6	ENSDARG00000001014	0.7100
6	ENSDARG00000001721	0.7475
6	ENSDARG00000001729	0.7460
6	ENSDARG00000001769	0.8419
6	ENSDARG00000001857	0.7965
6	ENSDARG00000001888	0.6825
6	ENSDARG00000002271	0.8263
6	ENSDARG00000002332	0.7137
6	ENSDARG00000002377	0.5014
6	ENSDARG00000002538	0.4164
6	ENSDARG00000002571	0.4943
6	ENSDARG00000002576	0.8086
6	ENSDARG00000002601	0.7648
6	ENSDARG00000002707	0.5111
6	ENSDARG00000002826	0.2935
6	ENSDARG00000002933	0.3978
6	ENSDARG00000002952	0.8368
6	ENSDARG00000002971	0.2238
6	ENSDARG00000002991	0.7370
6	ENSDARG00000003008	0.8142
6	ENSDARG00000003127	0.7615
6	ENSDARG00000003165	0.7309
6	ENSDARG00000003269	0.8381
6	ENSDARG00000003328	0.7109
6	ENSDARG00000003411	0.5854
6	ENSDARG00000003486	0.8170
6	ENSDARG00000003512	0.6838
6	ENSDARG00000003607	0.7423
6	ENSDARG00000003616	0.8341
6	ENSDARG00000003835	0.8307
6	ENSDARG00000003970	0.6124
6	ENSDARG00000003971	0.8217
6	ENSDARG00000004094	0.7899
6	ENSDARG00000004151	0.8286
6	ENSDARG00000004160	0.4845
6	ENSDARG00000004311	0.8374
6	ENSDARG00000004377	0.6506
6	ENSDARG00000004392	0.7980
6	ENSDARG00000004460	0.7519
6	ENSDARG00000004597	0.6817
6	ENSDARG00000004635	0.7722
6	ENSDARG00000004647	0.8386
6	ENSDARG00000004672	0.8365
6	ENSDARG00000004713	0.6182
6	ENSDARG00000004726	0.6980
6	ENSDARG00000004745	0.8220
6	ENSDARG00000004830	0.8179
6	ENSDARG00000004861	0.7945
6	ENSDARG00000004930	0.7767
6	ENSDARG00000005232	0.7968
6	ENSDARG00000005315	0.8384
6	ENSDARG00000005458	0.8170
6	ENSDARG00000005485	0.8335
6	ENSDARG00000005510	0.8389
6	ENSDARG00000005560	0.8245
6	ENSDARG00000005629	0.7753
6	ENSDARG00000005754	0.8119
6	ENSDARG00000005762	0.8121
6	ENSDARG00000005786	0.8336
6	ENSDARG00000005894	0.8122
6	ENSDARG00000005915	0.6582
6	ENSDARG00000005916	0.8382
6	ENSDARG00000005926	0.7397
6	ENSDARG00000005941	0.7967
6	ENSDARG00000005980	0.8167
6	ENSDARG00000006124	0.4945
6	ENSDARG00000006192	0.8323
6	ENSDARG00000006251	0.8522
6	ENSDARG00000006260	0.7443
6	ENSDARG00000006272	0.8219
6	ENSDARG00000006395	0.8383
6	ENSDARG00000006477	0.7308
6	ENSDARG00000006604	0.8318
6	ENSDARG00000006672	0.8418
6	ENSDARG00000006719	0.8304
6	ENSDARG00000006818	0.8204
6	ENSDARG00000006892	0.8371
6	ENSDARG00000007135	0.8291
6	ENSDARG00000007179	0.8427
6	ENSDARG00000007184	0.7718
6	ENSDARG00000007231	0.7813
6	ENSDARG00000007315	0.7100
6	ENSDARG00000007349	0.8346
6	ENSDARG00000007369	0.5819
6	ENSDARG00000007377	0.8020
6	ENSDARG00000007449	0.7890
6	ENSDARG00000007461	0.8082
6	ENSDARG00000007566	0.8432
6	ENSDARG00000007582	0.7481
6	ENSDARG00000007597	0.3620
6	ENSDARG00000007711	0.5345
6	ENSDARG00000007727	0.8455
6	ENSDARG00000007786	0.6490
6	ENSDARG00000007791	0.3192
6	ENSDARG00000007812	0.7890
6	ENSDARG00000008049	0.7026
6	ENSDARG00000008141	0.7964
6	ENSDARG00000008174	0.7074
6	ENSDARG00000008255	0.2592
6	ENSDARG00000008333	0.6739
6	ENSDARG00000008398	0.8422
6	ENSDARG00000008413	0.4697
6	ENSDARG00000008414	0.8355
6	ENSDARG00000008433	0.7891
6	ENSDARG00000008487	0.8432
6	ENSDARG00000008796	0.7156
6	ENSDARG00000008807	0.8377
6	ENSDARG00000008986	0.3975
6	ENSDARG00000009026	0.8314
6	ENSDARG00000009040	0.4785
6	ENSDARG00000009046	0.6048
6	ENSDARG00000009074	0.8255
6	ENSDARG00000009123	0.8377
6	ENSDARG00000009136	0.8202
6	ENSDARG00000009170	0.7214
6	ENSDARG00000009209	0.7489
6	ENSDARG00000009217	0.8425
6	ENSDARG00000009252	0.7974
6	ENSDARG00000009401	0.8328
6	ENSDARG00000009418	0.5597
6	ENSDARG00000009689	0.8304
6	ENSDARG00000009693	0.8177
6	ENSDARG00000009735	0.8409
6	ENSDARG00000009738	0.7691
6	ENSDARG00000009740	0.8015
6	ENSDARG00000009783	0.7289
6	ENSDARG00000010018	0.8262
6	ENSDARG00000010085	0.7049
6	ENSDARG00000010132	0.7937
6	ENSDARG00000010266	0.7891
6	ENSDARG00000010432	0.7705
6	ENSDARG00000010565	0.8102
6	ENSDARG00000010583	0.6366
6	ENSDARG00000010767	0.7420
6	ENSDARG00000010779	0.7846
6	ENSDARG00000010784	0.8487
6	ENSDARG00000010794	0.8408
6	ENSDARG00000010823	0.8304
6	ENSDARG00000010844	0.7415
6	ENSDARG00000010945	0.8420
6	ENSDARG00000010977	0.2722
6	ENSDARG00000011027	0.8334
6	ENSDARG00000011157	0.8399
6	ENSDARG00000011190	0.7555
6	ENSDARG00000011219	0.8373
6	ENSDARG00000011233	0.6766
6	ENSDARG00000011312	0.8390
6	ENSDARG00000011407	0.8374
6	ENSDARG00000011434	0.8184
6	ENSDARG00000011473	0.8386
6	ENSDARG00000011496	0.8273
6	ENSDARG00000011506	0.7750
6	ENSDARG00000011571	0.8320
6	ENSDARG00000011673	0.8384
6	ENSDARG00000011683	0.8445
6	ENSDARG00000011740	0.4843
6	ENSDARG00000011764	0.8373
6	ENSDARG00000011770	0.1362
6	ENSDARG00000011863	0.5945
6	ENSDARG00000011932	0.7126
6	ENSDARG00000012025	0.8364
6	ENSDARG00000012040	0.7796
6	ENSDARG00000012060	0.8257
6	ENSDARG00000012066	0.3944
6	ENSDARG00000012244	0.8072
6	ENSDARG00000012368	0.8008
6	ENSDARG00000012449	0.8226
6	ENSDARG00000012577	0.8341
6	ENSDARG00000012591	0.6392
6	ENSDARG00000012625	0.8460
6	ENSDARG00000012816	0.8049
6	ENSDARG00000012824	0.8411
6	ENSDARG00000012892	0.8498
6	ENSDARG00000012932	0.6067
6	ENSDARG00000013004	0.4352
6	ENSDARG00000013087	0.8369
6	ENSDARG00000013122	0.8139
6	ENSDARG00000013150	0.8171
6	ENSDARG00000013161	0.8414
6	ENSDARG00000013207	0.8389
6	ENSDARG00000013443	0.7499
6	ENSDARG00000013500	0.8373
6	ENSDARG00000013526	0.8315
6	ENSDARG00000013539	0.8324
6	ENSDARG00000013777	0.6865
6	ENSDARG00000013802	0.7798
6	ENSDARG00000013990	0.8268
6	ENSDARG00000014059	0.4383
6	ENSDARG00000014222	0.7720
6	ENSDARG00000014358	0.2895
6	ENSDARG00000014378	0.7394
6	ENSDARG00000014395	0.7021
6	ENSDARG00000014465	0.8419
6	ENSDARG00000014545	0.4347
6	ENSDARG00000014651	0.8359
6	ENSDARG00000014680	0.8403
6	ENSDARG00000014875	0.8384
6	ENSDARG00000014954	0.7822
6	ENSDARG00000014976	0.5876
6	ENSDARG00000014986	0.8150
6	ENSDARG00000015057	0.8308
6	ENSDARG00000015110	0.8431
6	ENSDARG00000015164	0.7754
6	ENSDARG00000015199	0.6607
6	ENSDARG00000015224	0.2672
6	ENSDARG00000015374	0.8426
6	ENSDARG00000015449	0.7455
6	ENSDARG00000015563	0.7464
6	ENSDARG00000015707	0.7003
6	ENSDARG00000015709	0.8314
6	ENSDARG00000015722	0.8400
6	ENSDARG00000015759	0.8389
6	ENSDARG00000015835	0.7852
6	ENSDARG00000015907	0.6846
6	ENSDARG00000015946	0.5455
6	ENSDARG00000015971	0.8365
6	ENSDARG00000016086	0.8396
6	ENSDARG00000016088	0.8433
6	ENSDARG00000016153	0.8206
6	ENSDARG00000016154	0.8331
6	ENSDARG00000016156	0.8474
6	ENSDARG00000016200	0.8291
6	ENSDARG00000016260	0.3931
6	ENSDARG00000016343	0.8306
6	ENSDARG00000016345	0.7614
6	ENSDARG00000016357	0.8209
6	ENSDARG00000016363	0.2100
6	ENSDARG00000016427	0.8166
6	ENSDARG00000016513	0.4196
6	ENSDARG00000016541	0.8335
6	ENSDARG00000016630	0.7345
6	ENSDARG00000016676	0.8035
6	ENSDARG00000016775	0.1911
6	ENSDARG00000016871	0.6113
6	ENSDARG00000016999	0.7507
6	ENSDARG00000017058	0.8397
6	ENSDARG00000017180	0.5046
6	ENSDARG00000017219	0.7830
6	ENSDARG00000017220	0.8016
6	ENSDARG00000017431	0.6460
6	ENSDARG00000017441	0.8406
6	ENSDARG00000017500	0.7562
6	ENSDARG00000017522	0.3368
6	ENSDARG00000017602	0.8430
6	ENSDARG00000017748	0.6691
6	ENSDARG00000017803	0.8539
6	ENSDARG00000017834	0.8297
6	ENSDARG00000017841	0.7859
6	ENSDARG00000017901	0.6703
6	ENSDARG00000017927	0.7402
6	ENSDARG00000017953	0.6867
6	ENSDARG00000017988	0.8451
6	ENSDARG00000018004	0.8267
6	ENSDARG00000018006	0.7409
6	ENSDARG00000018192	0.6131
6	ENSDARG00000018264	0.8319
6	ENSDARG00000018418	0.8266
6	ENSDARG00000018461	0.7691
6	ENSDARG00000018716	0.8358
6	ENSDARG00000018773	0.8267
6	ENSDARG00000018820	0.8389
6	ENSDARG00000018856	0.8220
6	ENSDARG00000018881	0.8443
6	ENSDARG00000018890	0.8104
6	ENSDARG00000018898	0.8365
6	ENSDARG00000018914	0.8149
6	ENSDARG00000018923	0.8382
6	ENSDARG00000018985	0.8462
6	ENSDARG00000019122	0.6140
6	ENSDARG00000019191	0.8419
6	ENSDARG00000019235	0.7496
6	ENSDARG00000019311	0.7704
6	ENSDARG00000019316	0.8217
6	ENSDARG00000019442	0.5656
6	ENSDARG00000019507	0.6015
6	ENSDARG00000019579	0.8169
6	ENSDARG00000019588	0.5949
6	ENSDARG00000019614	0.7704
6	ENSDARG00000019651	0.8061
6	ENSDARG00000019692	0.8163
6	ENSDARG00000019693	0.7078
6	ENSDARG00000019743	0.8171
6	ENSDARG00000019834	0.8295
6	ENSDARG00000019920	0.8041
6	ENSDARG00000019930	0.7752
6	ENSDARG00000019995	0.6475
6	ENSDARG00000020009	0.8139
6	ENSDARG00000020134	0.8333
6	ENSDARG00000020252	0.7982
6	ENSDARG00000020265	0.8382
6	ENSDARG00000020465	0.7746
6	ENSDARG00000020482	0.4279
6	ENSDARG00000020483	0.7980
6	ENSDARG00000020594	0.8432
6	ENSDARG00000020607	0.8407
6	ENSDARG00000020647	0.8448
6	ENSDARG00000020656	0.8415
6	ENSDARG00000020771	0.7860
6	ENSDARG00000020841	0.7463
6	ENSDARG00000020884	0.6957
6	ENSDARG00000020960	0.5814
6	ENSDARG00000020976	0.8054
6	ENSDARG00000021184	0.8293
6	ENSDARG00000021195	0.8316
6	ENSDARG00000021232	0.8502
6	ENSDARG00000021402	0.8199
6	ENSDARG00000021442	0.6603
6	ENSDARG00000021455	0.5010
6	ENSDARG00000021590	0.7461
6	ENSDARG00000021794	0.2161
6	ENSDARG00000021924	0.8087
6	ENSDARG00000022101	0.8395
6	ENSDARG00000022254	0.8159
6	ENSDARG00000022309	0.5173
6	ENSDARG00000022509	0.7072
6	ENSDARG00000022718	0.5788
6	ENSDARG00000022832	0.8337
6	ENSDARG00000022853	0.3985
6	ENSDARG00000022968	0.7753
6	ENSDARG00000022996	0.8342
6	ENSDARG00000023053	0.5426
6	ENSDARG00000023160	0.6352
6	ENSDARG00000023188	0.7688
6	ENSDARG00000023472	0.7504
6	ENSDARG00000023797	0.8279
6	ENSDARG00000023920	0.8405
6	ENSDARG00000024204	0.5818
6	ENSDARG00000024642	0.8419
6	ENSDARG00000024828	0.8330
6	ENSDARG00000024877	0.8017
6	ENSDARG00000024894	0.8439
6	ENSDARG00000025567	0.7505
6	ENSDARG00000025641	0.5376
6	ENSDARG00000026149	0.7296
6	ENSDARG00000026294	0.4487
6	ENSDARG00000026329	0.8342
6	ENSDARG00000026482	0.8425
6	ENSDARG00000026489	0.1002
6	ENSDARG00000026531	0.7923
6	ENSDARG00000026712	0.6268
6	ENSDARG00000026784	0.6819
6	ENSDARG00000026811	0.8441
6	ENSDARG00000026829	0.3118
6	ENSDARG00000026842	0.6364
6	ENSDARG00000026855	0.7394
6	ENSDARG00000026892	0.8384
6	ENSDARG00000027112	0.8417
6	ENSDARG00000027199	0.8352
6	ENSDARG00000027249	0.7945
6	ENSDARG00000027589	0.6615
6	ENSDARG00000027620	0.8151
6	ENSDARG00000027738	0.6335
6	ENSDARG00000028099	0.3152
6	ENSDARG00000028198	0.8196
6	ENSDARG00000028295	0.8067
6	ENSDARG00000028327	0.5788
6	ENSDARG00000028431	0.7117
6	ENSDARG00000028541	0.6553
6	ENSDARG00000028542	0.7222
6	ENSDARG00000028625	0.8264
6	ENSDARG00000028661	0.8295
6	ENSDARG00000028663	0.5514
6	ENSDARG00000028715	0.6965
6	ENSDARG00000028721	0.8455
6	ENSDARG00000028899	0.8399
6	ENSDARG00000028971	0.6463
6	ENSDARG00000029045	0.7574
6	ENSDARG00000029069	0.8011
6	ENSDARG00000029075	0.5829
6	ENSDARG00000029219	0.6126
6	ENSDARG00000029370	0.4254
6	ENSDARG00000029431	0.8349
6	ENSDARG00000029472	0.8400
6	ENSDARG00000029688	0.7595
6	ENSDARG00000029764	0.5368
6	ENSDARG00000029818	0.8342
6	ENSDARG00000029856	0.8262
6	ENSDARG00000030104	0.7022
6	ENSDARG00000030176	0.7970
6	ENSDARG00000030241	0.8510
6	ENSDARG00000030251	0.8121
6	ENSDARG00000030364	0.6095
6	ENSDARG00000030722	0.8426
6	ENSDARG00000030824	0.7362
6	ENSDARG00000030933	0.7554
6	ENSDARG00000030938	0.8046
6	ENSDARG00000030972	0.2376
6	ENSDARG00000030981	0.8217
6	ENSDARG00000031164	0.8239
6	ENSDARG00000031198	0.8151
6	ENSDARG00000031228	0.8343
6	ENSDARG00000031325	0.7433
6	ENSDARG00000031426	0.8325
6	ENSDARG00000031434	0.6887
6	ENSDARG00000031664	0.5420
6	ENSDARG00000031751	0.8333
6	ENSDARG00000031761	0.8446
6	ENSDARG00000031763	0.5002
6	ENSDARG00000031770	0.2083
6	ENSDARG00000031774	0.6893
6	ENSDARG00000031796	0.7555
6	ENSDARG00000031886	0.8378
6	ENSDARG00000031891	0.6634
6	ENSDARG00000031907	0.8031
6	ENSDARG00000031911	0.8399
6	ENSDARG00000032261	0.4674
6	ENSDARG00000032324	0.8062
6	ENSDARG00000032373	0.8069
6	ENSDARG00000032426	0.8410
6	ENSDARG00000032618	0.8357
6	ENSDARG00000032631	0.7237
6	ENSDARG00000032866	0.8471
6	ENSDARG00000032933	0.8374
6	ENSDARG00000033009	0.3635
6	ENSDARG00000033042	0.8235
6	ENSDARG00000033099	0.8516
6	ENSDARG00000033126	0.8159
6	ENSDARG00000033170	0.7481
6	ENSDARG00000033172	0.7750
6	ENSDARG00000033418	0.8450
6	ENSDARG00000033447	0.8214
6	ENSDARG00000033614	0.7628
6	ENSDARG00000033735	0.8400
6	ENSDARG00000033804	0.6096
6	ENSDARG00000033971	0.8295
6	ENSDARG00000033987	0.8453
6	ENSDARG00000033999	0.7676
6	ENSDARG00000034105	0.8349
6	ENSDARG00000034138	0.7318
6	ENSDARG00000034240	0.7623
6	ENSDARG00000034427	0.7257
6	ENSDARG00000034534	0.8124
6	ENSDARG00000034768	0.2960
6	ENSDARG00000035005	0.7582
6	ENSDARG00000035066	0.4522
6	ENSDARG00000035150	0.8419
6	ENSDARG00000035151	0.8318
6	ENSDARG00000035161	0.8360
6	ENSDARG00000035175	0.8244
6	ENSDARG00000035324	0.5946
6	ENSDARG00000035332	0.6057
6	ENSDARG00000035377	0.8438
6	ENSDARG00000035415	0.8328
6	ENSDARG00000035420	0.6110
6	ENSDARG00000035519	0.8131
6	ENSDARG00000035521	0.5612
6	ENSDARG00000035535	0.8317
6	ENSDARG00000035540	0.6815
6	ENSDARG00000035557	0.8255
6	ENSDARG00000035563	0.7754
6	ENSDARG00000035564	0.8396
6	ENSDARG00000035577	0.7977
6	ENSDARG00000035608	0.7576
6	ENSDARG00000035700	0.8175
6	ENSDARG00000035771	0.6425
6	ENSDARG00000035823	0.7365
6	ENSDARG00000035852	0.7886
6	ENSDARG00000035990	0.8240
6	ENSDARG00000036036	0.7712
6	ENSDARG00000036065	0.6825
6	ENSDARG00000036090	0.7646
6	ENSDARG00000036100	0.6344
6	ENSDARG00000036107	0.3810
6	ENSDARG00000036194	0.6400
6	ENSDARG00000036257	0.5999
6	ENSDARG00000036279	0.7469
6	ENSDARG00000036293	0.7668
6	ENSDARG00000036371	0.8351
6	ENSDARG00000036394	0.8415
6	ENSDARG00000036462	0.7208
6	ENSDARG00000036479	0.7718
6	ENSDARG00000036482	0.7547
6	ENSDARG00000036489	0.8401
6	ENSDARG00000036558	0.8434
6	ENSDARG00000036670	0.8045
6	ENSDARG00000036687	0.2310
6	ENSDARG00000036700	0.8177
6	ENSDARG00000036893	0.8477
6	ENSDARG00000036894	0.8287
6	ENSDARG00000037017	0.5937
6	ENSDARG00000037030	0.8353
6	ENSDARG00000037099	0.8444
6	ENSDARG00000037116	0.7266
